productid,quantity,event,messageid,userid,orderid
product-283,2,OrderEvent,cf42a762-49dc-419e-bb9e-dbc9f99c3711,user-153,60438
product-338,2,OrderEvent,88107ca0-50f0-4ad4-bd94-48fc5c2326f4,user-46,60439
product-372,2,OrderEvent,80f4b0de-6fa4-4d43-80d6-c57a7ac55607,user-399,60440
product-101,2,OrderEvent,80f4b0de-6fa4-4d43-80d6-c57a7ac55607,user-399,60440
product-509,2,OrderEvent,80f4b0de-6fa4-4d43-80d6-c57a7ac55607,user-399,60440
product-573,2,OrderEvent,5e49e420-58f5-407e-95aa-8cd3614fbcc6,user-448,60441
product-62,3,OrderEvent,155c2e56-fd1a-44d9-befd-3610d173e1b3,user-59,60442
product-339,1,OrderEvent,21557601-8bc0-4b02-a5a0-6ccc18c0611b,user-168,60443
product-547,3,OrderEvent,f6ff751f-9256-4b25-adbb-0ad82fa2930c,user-149,60444
product-65,2,OrderEvent,78135943-871b-4f26-b35b-4ce810fdd691,user-34,60445
product-655,1,OrderEvent,43928688-2af1-4ba7-b734-c01f50851b9f,user-25,60446
product-11,3,OrderEvent,0c3bd980-3cff-4540-a496-6d7c26b4cce4,user-51,60447
product-79,2,OrderEvent,78168fd5-5204-4a56-ae0a-32c0df638f6b,user-500,60448
product-130,2,OrderEvent,78168fd5-5204-4a56-ae0a-32c0df638f6b,user-500,60448
product-116,2,OrderEvent,0e89e649-e9b2-416f-92ed-ca3a830d2b00,user-15,60449
product-696,1,OrderEvent,66a3b2f6-d74c-4f48-abf6-baa1a99510e8,user-221,60450
product-177,2,OrderEvent,66a3b2f6-d74c-4f48-abf6-baa1a99510e8,user-221,60450
product-22,3,OrderEvent,37476eb2-1bd1-4f69-8801-628ef53996a0,user-168,60451
product-17,1,OrderEvent,28c48a1d-6d48-438c-a055-589c867d1929,user-68,60452
product-30,1,OrderEvent,ffb35915-81d1-487d-9276-b1b643b33a19,user-65,60453
product-428,2,OrderEvent,091c2c1b-1a93-4aee-acba-b8e2ad1c575a,user-173,60454
product-40,3,OrderEvent,8304adca-7ad8-487c-b1d4-45dda92438da,user-325,60455
product-95,1,OrderEvent,05d6068e-65b5-4b0f-9e2f-6d071e2dfd14,user-178,60456
product-169,1,OrderEvent,05d6068e-65b5-4b0f-9e2f-6d071e2dfd14,user-178,60456
product-248,3,OrderEvent,8b206d0f-0c8e-42e4-9819-d2f56987d968,user-250,60457
product-8,2,OrderEvent,00055112-6b5a-40d8-85f0-2b3ce722742b,user-64,60458
product-88,1,OrderEvent,d40b0186-28b4-4e0d-9a7e-543477035636,user-40,60459
product-556,1,OrderEvent,c1f80fb7-6d60-4be1-a20f-347a7605e8af,user-137,60460
product-192,2,OrderEvent,c1f80fb7-6d60-4be1-a20f-347a7605e8af,user-137,60460
product-23,1,OrderEvent,8c55d156-f0fb-4c03-9170-a38f52bf2782,user-36,60461
product-4,1,OrderEvent,8f8543b2-c6b3-432e-84fa-7e6cf73f78c4,user-74,60462
product-150,1,OrderEvent,285c8ac8-b5e6-4198-ad0e-f0e6ec6269b1,user-119,60463
product-36,3,OrderEvent,81610046-d597-41a3-ba07-7661f48f7308,user-36,60464
product-73,3,OrderEvent,2fe72316-f9b7-4119-8dd5-4baa8ef4507b,user-166,60465
product-1,2,OrderEvent,4c55d106-e475-48eb-b002-f195cb33147a,user-2,60466
product-391,2,OrderEvent,a1f74be8-5a29-4720-b22e-fdc7291a122e,user-208,60467
product-360,1,OrderEvent,ae145a9e-beac-46fc-8fae-016300f9e507,user-55,60468
product-208,1,OrderEvent,715e6f6a-2f30-4175-8bb5-9351ca08e9bb,user-172,60469
product-323,1,OrderEvent,5697a04a-4e9a-4ba2-ae9d-958b2f48b956,user-50,60470
product-53,1,OrderEvent,a97d5245-70f9-43f9-92c5-9493035b5eb1,user-42,60471
product-765,1,OrderEvent,0a4a5af0-335b-464d-a5d9-5b89c78ac8f9,user-132,60472
product-392,1,OrderEvent,0a4a5af0-335b-464d-a5d9-5b89c78ac8f9,user-132,60472
product-401,3,OrderEvent,cca393bc-c7e6-4a25-9c55-f9b92513dd74,user-296,60473
product-565,2,OrderEvent,d6c93277-0761-4dc8-bb65-6ad64c7c1dcc,user-207,60474
product-57,3,OrderEvent,10d86be0-b7b8-4118-b5b3-325f571503e4,user-76,60475
product-526,3,OrderEvent,3d9ffcd7-2cdc-4310-b4f0-0f70cdac3451,user-256,60476
product-332,3,OrderEvent,5b6fa969-d719-4c41-b383-4e5301a13214,user-105,60477
product-358,1,OrderEvent,2dc2eb4c-392d-4d8f-9840-ee278dd18f0c,user-183,60478
product-100,3,OrderEvent,1bb824f7-0266-4d20-b04f-a2c4a594ba20,user-91,60479
product-16,3,OrderEvent,dcbbb4e3-67d7-4d3b-8bd0-f3e53d0e7705,user-91,60480
product-387,2,OrderEvent,dcbbb4e3-67d7-4d3b-8bd0-f3e53d0e7705,user-91,60480
product-661,1,OrderEvent,b64264ed-24fb-4527-ab01-14e62db5686b,user-356,60481
product-228,1,OrderEvent,8d7eb48e-d19e-4900-b293-d8b55c37afff,user-321,60482
product-285,3,OrderEvent,4a5a2ebb-995e-45ff-baf1-00c383291cc5,user-3,60483
product-268,2,OrderEvent,fa3eea07-6bfb-49cd-9d1e-cb384517c006,user-99,60484
product-370,3,OrderEvent,9097cd6f-2dcc-4933-a0cb-edfd2a36426c,user-242,60485
product-232,2,OrderEvent,fb40fa53-5243-4409-99b1-f1928f9ec51d,user-95,60486
product-642,2,OrderEvent,b4612821-4d55-4af9-b7a8-0cec2f219fc6,user-194,60487
product-83,2,OrderEvent,175da5d1-a2c3-4fb7-913e-ceb24b163e84,user-75,60488
product-396,1,OrderEvent,175da5d1-a2c3-4fb7-913e-ceb24b163e84,user-75,60488
product-220,1,OrderEvent,cf2fdb61-29e6-42bb-b217-da49046e89d0,user-122,60489
product-714,2,OrderEvent,0c4da184-2e94-4be0-9b2f-d90df70a7d90,user-70,60490
product-258,1,OrderEvent,0c4da184-2e94-4be0-9b2f-d90df70a7d90,user-70,60490
product-241,2,OrderEvent,b1892d9f-144e-42a4-950b-311748d02fd5,user-192,60491
product-83,1,OrderEvent,b4db0023-fdaf-4fdf-b7ce-5f3d256dd12f,user-123,60492
product-190,3,OrderEvent,7ecd36c0-6c20-4159-8137-97746ecc3823,user-3,60493
product-201,3,OrderEvent,b73926c0-bbfb-4716-a981-00fe6964279d,user-178,60494
product-383,2,OrderEvent,5fc03790-600d-423c-91f8-d1a449d0345f,user-132,60495
product-175,2,OrderEvent,d82a4da3-73dd-45fc-b3e9-575d3af26079,user-84,60496
product-661,2,OrderEvent,d82a4da3-73dd-45fc-b3e9-575d3af26079,user-84,60496
product-104,1,OrderEvent,9958fe48-dbaf-4262-b180-02be4672c2cb,user-360,60497
product-327,2,OrderEvent,bec05c29-0330-40f2-9170-6d45b835f2db,user-77,60498
product-353,1,OrderEvent,297ffce5-5e9a-4ee0-97f0-7449104392f5,user-42,60499
product-25,2,OrderEvent,645ba78e-11b2-4b25-8992-593deeb41cc7,user-77,60500
product-874,1,OrderEvent,645ba78e-11b2-4b25-8992-593deeb41cc7,user-77,60500
product-32,1,OrderEvent,b97baef1-8ddc-4e69-8a8d-bdeb3117d489,user-51,60501
product-96,1,OrderEvent,721432a1-babe-4e69-ac4f-48d8a38877e4,user-79,60502
product-10,1,OrderEvent,f8c20ef9-5507-4da1-bce9-ef78cc038fb0,user-10,60503
product-275,2,OrderEvent,139a178e-5ac2-4a3f-bb77-6cf2a373fade,user-290,60504
product-135,2,OrderEvent,139a178e-5ac2-4a3f-bb77-6cf2a373fade,user-290,60504
product-28,2,OrderEvent,31dc77b9-1339-4456-b261-bbfa802de248,user-243,60505
product-240,3,OrderEvent,8a6d5c17-1376-4f23-9373-005c461633ca,user-8,60506
product-328,2,OrderEvent,1fcd094f-90c9-48ea-8d9b-625361dfd1a8,user-276,60507
product-151,1,OrderEvent,1c80da90-80f5-45be-87f3-8f46aad49b25,user-92,60508
product-91,3,OrderEvent,6936c455-4b14-4863-836b-9c57f52f636e,user-1,60509
product-29,2,OrderEvent,c2ec7ec9-4033-43b1-8aea-cc98d67e67a4,user-499,60510
product-168,2,OrderEvent,c2ec7ec9-4033-43b1-8aea-cc98d67e67a4,user-499,60510
product-6,2,OrderEvent,b9ca2d2b-7c1a-4c55-895f-0bc32741c319,user-10,60511
product-333,2,OrderEvent,871cf6e5-f7d6-40c3-bd42-6c75073f6094,user-62,60512
product-290,1,OrderEvent,871cf6e5-f7d6-40c3-bd42-6c75073f6094,user-62,60512
product-326,3,OrderEvent,4e2bb5dd-85cb-4b7b-8dcf-c784e601edb6,user-213,60513
product-139,1,OrderEvent,4d7a5e7b-df17-4d2b-b66c-0da7a4a9dd32,user-89,60514
product-274,3,OrderEvent,25aaea1c-ff40-45f7-8863-6828397aadb8,user-114,60515
product-339,2,OrderEvent,229c5d01-93bd-4386-afde-2fbf5593d831,user-242,60516
product-32,3,OrderEvent,f4c233d4-85c3-42ba-ab76-256d36673431,user-61,60517
product-621,2,OrderEvent,aef9f567-2bc9-4aa8-9749-bd79763b588f,user-157,60518
product-32,2,OrderEvent,0c568eff-d063-42c0-afb6-96e3730b3d9e,user-121,60519
product-64,2,OrderEvent,b570b5af-2a61-48fa-9b5b-09f46b7123c1,user-108,60520
product-920,2,OrderEvent,b570b5af-2a61-48fa-9b5b-09f46b7123c1,user-108,60520
product-533,2,OrderEvent,b570b5af-2a61-48fa-9b5b-09f46b7123c1,user-108,60520
product-468,2,OrderEvent,844b2d28-b7da-41a6-912e-ab9c30c967ab,user-194,60521
product-176,3,OrderEvent,aeb3e4f1-35d6-4ed1-a331-6523d1fe5128,user-23,60522
product-289,2,OrderEvent,aa62e54a-4dec-4732-b95f-8b24e43795c7,user-242,60523
product-49,2,OrderEvent,14e30cf3-4bb2-4e84-8e26-1c7994e88c72,user-86,60524
product-318,3,OrderEvent,293d2fa7-d7ae-4a53-9ed9-156c52a82190,user-50,60525
product-288,2,OrderEvent,2c8fc4de-3519-4981-bcc3-038d26ea6c50,user-451,60526
product-76,2,OrderEvent,3f82f136-e947-47aa-8097-f70cef5a4f6a,user-29,60527
product-242,1,OrderEvent,c52ee56e-56e1-4569-acec-5e3a1f3942fc,user-168,60528
product-163,2,OrderEvent,c52ee56e-56e1-4569-acec-5e3a1f3942fc,user-168,60528
product-555,2,OrderEvent,f6752b6c-452a-4647-be39-e58ea7dd4819,user-377,60529
product-313,1,OrderEvent,5eb5cc21-eae7-47f8-afd0-e68602238b16,user-390,60530
product-707,1,OrderEvent,5eb5cc21-eae7-47f8-afd0-e68602238b16,user-390,60530
product-83,2,OrderEvent,c73cd11d-8a47-46b3-bef6-13e682690214,user-27,60531
product-185,3,OrderEvent,ac302e3f-8594-4a22-8220-8f478266c6ab,user-53,60532
product-663,1,OrderEvent,53d6c7b0-3c5e-4e26-a0bc-53dc4a996dc3,user-425,60533
product-193,1,OrderEvent,b4738778-a2c4-43a2-bfc8-0ace31fa4282,user-489,60534
product-175,1,OrderEvent,5bc676d0-659a-4737-a1cc-d4374e2feee3,user-179,60535
product-135,1,OrderEvent,ebea7cfe-da1c-4d16-bfcd-89e1cabb1fee,user-211,60536
product-81,1,OrderEvent,ebea7cfe-da1c-4d16-bfcd-89e1cabb1fee,user-211,60536
product-522,3,OrderEvent,0fc0babe-57f0-4c5c-8592-c71559c3dc7f,user-320,60537
product-430,3,OrderEvent,0d4e30b7-65b9-4450-9272-55966e3f1c83,user-17,60538
product-58,3,OrderEvent,d0030383-5852-434c-8642-149f14df8920,user-42,60539
product-263,2,OrderEvent,d9d449e3-5c61-4988-8c1e-134b95d739bc,user-73,60540
product-81,2,OrderEvent,d9d449e3-5c61-4988-8c1e-134b95d739bc,user-73,60540
product-168,2,OrderEvent,3858eb1c-0ea4-4933-9dec-dbeece2bc632,user-80,60541
product-476,1,OrderEvent,41ca217b-6623-4568-a5f2-c56e84bee3f2,user-272,60542
product-102,3,OrderEvent,c227cf42-4072-4f1b-9167-358ef467dddd,user-42,60543
product-555,2,OrderEvent,7f99df6f-acea-4c6f-9327-1a13925f9c93,user-465,60544
product-86,1,OrderEvent,7f99df6f-acea-4c6f-9327-1a13925f9c93,user-465,60544
product-368,1,OrderEvent,5f8df9b6-dfbe-4e88-9ae6-502c090a7640,user-200,60545
product-32,2,OrderEvent,766cbb58-c145-47c1-94d5-d9e8335a5b86,user-96,60546
product-12,1,OrderEvent,4d610913-43e0-459d-bb0b-fe8ec08c219b,user-69,60547
product-651,2,OrderEvent,3d64276a-2bbf-43e7-8573-ba817970f1a8,user-81,60548
product-352,3,OrderEvent,605c1984-7602-4287-bae6-59664df582f1,user-107,60549
product-46,2,OrderEvent,63be179e-7345-484f-a8a3-cfe88872c965,user-60,60550
product-381,2,OrderEvent,63be179e-7345-484f-a8a3-cfe88872c965,user-60,60550
product-176,3,OrderEvent,cce83f93-69f5-47a1-877c-462f85c55302,user-25,60551
product-191,3,OrderEvent,d2d83798-e3b6-4b46-8bd3-d56aa73c4a7f,user-48,60552
product-334,3,OrderEvent,a640b111-77ab-4acc-ac62-cee4887150c3,user-6,60553
product-265,1,OrderEvent,ecd5181b-02f2-4676-9a93-028931dba028,user-274,60554
product-127,2,OrderEvent,8e307c0d-dc98-40e9-b7fd-0a3d632ab4d5,user-187,60555
product-39,2,OrderEvent,22653437-2819-4107-80e8-484926e42096,user-329,60556
product-29,1,OrderEvent,712e0bcd-1e4e-4d57-9b28-80ff834e9eac,user-188,60557
product-148,1,OrderEvent,3da9c774-73ec-4b13-a3c2-7a2e7a69503f,user-157,60558
product-109,1,OrderEvent,06899ffd-fa2d-43e1-88eb-77af1ba5f8c0,user-30,60559
product-340,2,OrderEvent,9153445a-9bfc-4543-a448-0d46ca903ca7,user-163,60560
product-775,2,OrderEvent,9153445a-9bfc-4543-a448-0d46ca903ca7,user-163,60560
product-373,2,OrderEvent,9153445a-9bfc-4543-a448-0d46ca903ca7,user-163,60560
product-243,3,OrderEvent,a7e43331-31fe-4064-ae33-74ddec8dab16,user-197,60561
product-508,3,OrderEvent,c4300adf-74bd-4a49-926f-912640a8ec06,user-186,60562
product-493,2,OrderEvent,0c0775ca-7342-4121-93a5-09bcf272e627,user-161,60563
product-121,3,OrderEvent,ba2fd9af-b650-4047-aed8-ef56b6d69550,user-52,60564
product-4,2,OrderEvent,87ba6adf-d8d1-4f7d-9986-202f5177aa96,user-97,60565
product-340,2,OrderEvent,bf97ed0b-a4c4-49c5-8a85-b1b94adbcb02,user-348,60566
product-12,3,OrderEvent,41749797-9b10-4505-830d-aadf0acc414f,user-14,60567
product-81,1,OrderEvent,825f9fba-9634-4fb5-97d3-d238ebb9222f,user-53,60568
product-253,2,OrderEvent,825f9fba-9634-4fb5-97d3-d238ebb9222f,user-53,60568
product-254,1,OrderEvent,feb35db9-d7ff-4bee-aa4e-83d2dc586026,user-318,60569
product-69,2,OrderEvent,03c0c407-d26a-484a-9c9e-656404a290cc,user-97,60570
product-915,2,OrderEvent,03c0c407-d26a-484a-9c9e-656404a290cc,user-97,60570
product-186,2,OrderEvent,68bb5227-831f-4f69-935a-8a6a7aee5a78,user-79,60571
product-446,3,OrderEvent,5ed675a6-7ec9-4751-abe5-8814b4a769ee,user-101,60572
product-43,2,OrderEvent,48baca8d-b842-40ca-a2d4-f6cf947c5bdf,user-434,60573
product-78,1,OrderEvent,ed8cd1b0-fa2a-462a-985b-e4ce4d0c750f,user-74,60574
product-75,3,OrderEvent,edcda26b-4f24-4958-a5b3-3437c0fe516c,user-55,60575
product-92,2,OrderEvent,e9638b12-9b21-4ad8-8dfe-065ed87562a3,user-176,60576
product-148,2,OrderEvent,e9638b12-9b21-4ad8-8dfe-065ed87562a3,user-176,60576
product-619,1,OrderEvent,c1c8ffe6-7c3e-4850-b870-309ceb1c389f,user-377,60577
product-298,3,OrderEvent,9019411a-451c-449b-855a-e78dedc38247,user-253,60578
product-160,2,OrderEvent,1676ce22-def8-4096-bbdc-a6e0c407b2ef,user-34,60579
product-35,2,OrderEvent,bd22fe39-06e8-4e75-836e-ea9cc9134326,user-74,60580
product-652,2,OrderEvent,bd22fe39-06e8-4e75-836e-ea9cc9134326,user-74,60580
product-983,3,OrderEvent,8baac98e-870f-4bc5-88e5-0d28fd8428fb,user-303,60581
product-512,3,OrderEvent,1a898be4-63a4-4abd-bd45-c658fe86dc32,user-71,60582
product-14,1,OrderEvent,d6454608-8298-442b-824f-192f64d60edc,user-79,60583
product-32,2,OrderEvent,93b048b3-bff8-4372-a52d-adce7c0b1913,user-74,60584
product-317,2,OrderEvent,30997175-8da7-46da-a5f0-e304bad709bc,user-242,60585
product-96,2,OrderEvent,b8805251-49b5-4e9d-af73-c06cad248093,user-57,60586
product-1,1,OrderEvent,c0322a53-753b-4979-a727-5b0302cf5e33,user-60,60587
product-397,3,OrderEvent,25da7324-08ad-4a1f-82ee-8297ebc89a2e,user-179,60588
product-527,3,OrderEvent,dbede828-3fc3-4c30-afc0-8b5c651699c0,user-231,60589
product-15,3,OrderEvent,38b5deba-5047-4bc0-af56-46ea5dc56fee,user-15,60590
product-43,1,OrderEvent,38b5deba-5047-4bc0-af56-46ea5dc56fee,user-15,60590
product-513,2,OrderEvent,fae3ca9d-5d5d-49da-93e6-124994f1f4d8,user-181,60591
product-183,3,OrderEvent,274553a3-3ae6-493c-85db-8b11cbb2d3f0,user-290,60592
product-392,1,OrderEvent,274553a3-3ae6-493c-85db-8b11cbb2d3f0,user-290,60592
product-229,1,OrderEvent,4cffded6-b626-4a1d-a7e7-51da23377fa1,user-236,60593
product-286,3,OrderEvent,929520d6-bb4c-4b4a-aca7-af3afbf2d16e,user-122,60594
product-373,3,OrderEvent,01370619-2c7c-4b7a-815f-49103fe0cf95,user-82,60595
product-148,1,OrderEvent,a4d72d58-db05-4409-83c1-80ccb83072da,user-69,60596
product-29,2,OrderEvent,c9f1730d-9c70-4d01-90d2-c371a73fdd5d,user-37,60597
product-329,1,OrderEvent,b23ad630-25b4-4bbd-9dca-862cd82e81a0,user-201,60598
product-83,2,OrderEvent,325989ac-6f76-4e38-9738-fe0934babc92,user-78,60599
product-188,1,OrderEvent,62d67c35-3d66-41c0-a29b-29a7c732d096,user-61,60600
product-599,1,OrderEvent,62d67c35-3d66-41c0-a29b-29a7c732d096,user-61,60600
product-112,3,OrderEvent,9e8fbf78-d6df-4d87-b538-7a7286467237,user-28,60601
product-341,3,OrderEvent,bea20be4-f4cf-4c97-9821-1fa9cb619a01,user-60,60602
product-316,2,OrderEvent,cd614ae6-dbac-4130-8d97-aade27ff65e7,user-30,60603
product-6,1,OrderEvent,89f9785e-bbf7-440e-960f-9bcf82354751,user-18,60604
product-934,3,OrderEvent,18cb880a-792b-4ad1-8d0b-b976d30264b5,user-331,60605
product-114,1,OrderEvent,b00cfd05-e8dc-4f1b-8972-9aa5179f431e,user-75,60606
product-172,2,OrderEvent,601852c8-7ccd-4444-a024-31c06c191beb,user-393,60607
product-568,1,OrderEvent,d2488066-d078-4d09-8994-7efffc37f1fd,user-437,60608
product-163,1,OrderEvent,d2488066-d078-4d09-8994-7efffc37f1fd,user-437,60608
product-267,1,OrderEvent,2245c98c-e5f4-41ae-a89a-c9f1a01b98d7,user-100,60609
product-171,2,OrderEvent,c3119958-cafc-4245-af03-25245765370c,user-395,60610
product-516,1,OrderEvent,ecd7f548-da06-4fc8-bdc0-443ca02edf84,user-385,60611
product-232,1,OrderEvent,6371ae02-da74-4947-ab41-84428a466b50,user-162,60612
product-398,1,OrderEvent,c2501592-4c28-4c2e-9372-af685c6db97c,user-113,60613
product-221,1,OrderEvent,3cdf37ca-69c8-4f6f-9bf5-bcfd08d47d65,user-176,60614
product-382,3,OrderEvent,2c5a0166-a0e8-4750-be3c-9e28bde1ecdb,user-34,60615
product-193,3,OrderEvent,b57bb884-b02c-4371-8770-e8ecf701809b,user-276,60616
product-229,2,OrderEvent,b57bb884-b02c-4371-8770-e8ecf701809b,user-276,60616
product-732,1,OrderEvent,9c6af63f-15e1-40cd-97df-35f7963c70b9,user-167,60617
product-463,2,OrderEvent,7e09450d-e715-4bb1-a1a0-7b7da9b7c846,user-395,60618
product-34,3,OrderEvent,5f082643-f59a-4fec-af09-e61bd7c5ae93,user-244,60619
product-585,2,OrderEvent,9b71c17d-d3b5-4615-98ae-f801332c2079,user-126,60620
product-783,1,OrderEvent,9b71c17d-d3b5-4615-98ae-f801332c2079,user-126,60620
product-57,2,OrderEvent,0de82339-923a-465b-9d64-86fd9326c037,user-54,60621
product-585,1,OrderEvent,5a92637d-f4ed-4063-a728-e521b64bd425,user-326,60622
product-715,3,OrderEvent,42c9aa13-e74b-44a1-a047-7113ad90fe80,user-168,60623
product-202,3,OrderEvent,779cbc7d-2322-4d80-bfa9-e301014e8633,user-195,60624
product-263,1,OrderEvent,779cbc7d-2322-4d80-bfa9-e301014e8633,user-195,60624
product-8,2,OrderEvent,28063edf-9357-4db2-82e4-778b11c51a59,user-31,60625
product-95,3,OrderEvent,55c345e1-c9c9-4d44-adf8-6bb225df50da,user-121,60626
product-111,1,OrderEvent,b17a5e1e-0acf-45d0-a2cb-a3f776b9fab8,user-122,60627
product-396,3,OrderEvent,a5fd7e1e-5efe-4f17-ac69-94619c31234e,user-200,60628
product-228,3,OrderEvent,53801aad-2826-4889-85fd-fa063e8a89fa,user-29,60629
product-95,2,OrderEvent,c7158aeb-8179-46bc-a50a-9452ba62f801,user-122,60630
product-178,2,OrderEvent,c7158aeb-8179-46bc-a50a-9452ba62f801,user-122,60630
product-69,3,OrderEvent,f457597a-7a0b-4153-9d51-a8284de21b79,user-39,60631
product-118,2,OrderEvent,c5f41660-e72e-4712-bea5-5ecd2cfda820,user-10,60632
product-590,1,OrderEvent,c5f41660-e72e-4712-bea5-5ecd2cfda820,user-10,60632
product-390,1,OrderEvent,418fa4e7-3ca1-4f57-a556-94b3181f1efc,user-46,60633
product-269,2,OrderEvent,6344ddba-3a29-4470-8054-ab00caa86e60,user-109,60634
product-767,3,OrderEvent,090a1b72-648d-44a8-8bd0-2f3460aea17c,user-309,60635
product-61,2,OrderEvent,977a0515-44f6-4e22-93b0-b898cee5b1ea,user-349,60636
product-161,1,OrderEvent,61f7a0db-de2e-41a7-83bf-40ee9075cf3d,user-1,60637
product-75,2,OrderEvent,3aa11226-c842-4757-b1fb-7938097dec25,user-77,60638
product-319,3,OrderEvent,38b94dc9-b5fe-4052-9e6d-d9a87977b10a,user-369,60639
product-321,2,OrderEvent,2852e647-abbd-491c-a2ef-1eb5e5f2fb4a,user-158,60640
product-140,1,OrderEvent,2852e647-abbd-491c-a2ef-1eb5e5f2fb4a,user-158,60640
product-99,1,OrderEvent,2852e647-abbd-491c-a2ef-1eb5e5f2fb4a,user-158,60640
product-245,2,OrderEvent,456bee98-141c-497c-b4fc-31dcb225bdc2,user-86,60641
product-123,2,OrderEvent,01d620ae-2999-455c-97aa-41888ac527c1,user-45,60642
product-16,1,OrderEvent,e1cff32a-d919-42bf-a78e-6ecd4e7aa218,user-15,60643
product-845,3,OrderEvent,0bb0e7a1-d44c-4a31-82aa-df4925ab6cb2,user-371,60644
product-558,2,OrderEvent,990cc3fe-bb51-41e4-b680-afe2d0c4a5d4,user-177,60645
product-169,2,OrderEvent,fdec55dc-7579-4ece-bcc0-a8a132ec05bb,user-41,60646
product-703,2,OrderEvent,a843bdb9-e6a3-4288-891b-10fc2cac5cec,user-60,60647
product-228,2,OrderEvent,8430bd01-de18-4251-b91a-432ed261c01f,user-324,60648
product-295,1,OrderEvent,7e1e0c78-0adb-4c8e-a61b-df2ed673d4b8,user-132,60649
product-29,1,OrderEvent,d3ffafec-a8c8-4f2b-83b9-37b46a7e915f,user-85,60650
product-352,1,OrderEvent,d3ffafec-a8c8-4f2b-83b9-37b46a7e915f,user-85,60650
product-610,2,OrderEvent,d02100c6-6e5b-4b5b-8cae-1ac12784661f,user-206,60651
product-35,3,OrderEvent,a88cef3b-9b9d-4612-bc4e-8023d595cfec,user-19,60652
product-327,3,OrderEvent,e823574c-54a1-4f88-98d2-baaa4beee78c,user-68,60653
product-663,3,OrderEvent,e97ccb56-69ca-48e8-957b-f5aaa315fb26,user-10,60654
product-133,1,OrderEvent,53ac89d6-1ff3-4f52-b43e-b37863f5151d,user-123,60655
product-5,2,OrderEvent,c7d2458f-1090-4069-8669-f10ef91acfb5,user-56,60656
product-531,1,OrderEvent,19e912f0-1d7b-460e-98a2-35f6febadc83,user-206,60657
product-750,2,OrderEvent,84cb13e2-74d7-488b-b207-7b77efbbc502,user-303,60658
product-16,1,OrderEvent,8da20bea-da85-433d-a381-28e0601a4512,user-57,60659
product-454,3,OrderEvent,8f65c4f9-fe9f-43a4-af32-a657a470c494,user-112,60660
product-461,3,OrderEvent,efce159e-de80-4ce4-81f3-07c17815f54c,user-129,60661
product-230,2,OrderEvent,ccf01004-c5ed-44dc-9cfc-52f325e3b32c,user-212,60662
product-247,2,OrderEvent,d31437d5-1c24-484f-8b03-a94b9e5750e6,user-486,60663
product-335,1,OrderEvent,0660593c-5236-4933-bd35-91b17c22dc78,user-93,60664
product-112,1,OrderEvent,0660593c-5236-4933-bd35-91b17c22dc78,user-93,60664
product-177,2,OrderEvent,394d048e-efd1-4877-81e9-4af9283a4e21,user-103,60665
product-334,1,OrderEvent,dad88cb1-ae36-456c-8bf9-f8a347f353a4,user-26,60666
product-740,3,OrderEvent,98356147-9021-4b84-ae3c-d9f5efff5e79,user-167,60667
product-178,2,OrderEvent,90a2caf9-b585-4198-847e-5531b4fa5e11,user-175,60668
product-863,2,OrderEvent,c76734b7-b5ae-4f45-abe2-18f92d21a2e1,user-5,60669
product-899,1,OrderEvent,707a0fb6-563f-455d-84ee-4a515c943c29,user-348,60670
product-322,1,OrderEvent,707a0fb6-563f-455d-84ee-4a515c943c29,user-348,60670
product-174,3,OrderEvent,1227a750-ab06-42ed-bf59-df0edc194e8d,user-27,60671
product-950,3,OrderEvent,6b28c9de-fb45-4606-b0b3-86ade778ad02,user-180,60672
product-389,2,OrderEvent,6b28c9de-fb45-4606-b0b3-86ade778ad02,user-180,60672
product-101,3,OrderEvent,84501a82-e8ce-4be3-b9c4-ef315230a05c,user-82,60673
product-225,2,OrderEvent,811168ad-635a-40fa-8c3e-091c987d4344,user-275,60674
product-366,3,OrderEvent,3dbec260-6ee2-4526-8d91-5d0ad4d72740,user-9,60675
product-49,1,OrderEvent,a6f4ae2e-ad4b-43fc-87d8-23ab436b4a58,user-262,60676
product-481,3,OrderEvent,c3073af1-4465-496a-ad0b-0aceb9156c59,user-109,60677
product-335,2,OrderEvent,2aada676-e174-4deb-b5ae-1d1c2363a8d4,user-111,60678
product-93,3,OrderEvent,843c8a85-94e7-4eb9-8862-bb4de3204867,user-32,60679
product-198,3,OrderEvent,20ddba93-f815-4a53-827a-b50fbb9180ed,user-57,60680
product-386,1,OrderEvent,20ddba93-f815-4a53-827a-b50fbb9180ed,user-57,60680
product-245,2,OrderEvent,be000a12-9837-49f1-ad05-1b4c6b1204ba,user-53,60681
product-155,3,OrderEvent,6545eb4a-b56f-4342-90fb-ba207c0f8796,user-190,60682
product-188,3,OrderEvent,975c5127-f9c4-47d9-8aae-99247b4ea4fe,user-80,60683
product-243,2,OrderEvent,93293541-1824-42c6-b611-f63dfb06820a,user-180,60684
product-661,1,OrderEvent,92c3dcc8-452b-4a52-a0c1-29bb3f29b38a,user-415,60685
product-815,3,OrderEvent,c2822549-1650-4b04-a923-e9c5e10b03c3,user-44,60686
product-523,1,OrderEvent,349f40ce-8a14-49ea-b4bf-9a89bd705d81,user-231,60687
product-107,3,OrderEvent,4137cd96-613e-4562-b538-34b176bd95f2,user-11,60688
